x,y,boh,name
123.2,407.3,23,hybapr
123.2,434.2,53,hybapr
123.2,439.1,39,faraoc
123.2,451.8,21,swars2
123.2,458.1,-1,cupasy
123.2,491.5,72,poutre
123.2,494.8,39,gar2ma
123.21,326.08,15,hybapr
123.23,413.58,131,ingath
123.28,251.07,53,ast2gr
123.3,38.4,19,gar2in
123.3,89.3,165,swars2
123.3,114.7,39,hybapr
123.3,128.2,30,hybapr
123.3,146.4,38,faraoc
123.3,150.5,18,eugeoe
123.3,203,12,hybapr
123.3,211.3,39,cou2cu
123.3,238,27,protpa
123.3,274.6,19,mourmy
123.3,284.1,13,maquco
123.3,302.6,22,des2pa
123.3,346.9,326,tri2tu
123.3,352,26,hybapr
123.3,463.1,133,oenoma
123.31,260.73,16,calolo
123.35,336.51,19,faraoc
123.37,85.38,19,paligu
123.38,48.15,11,eugega
123.39,345.75,18,faraoc
123.4,0.6,21,cou2cu
123.4,14.2,20,eugega
123.4,89.6,29,protpa
123.4,155,31,alibed
123.4,172,21,alsebl
123.4,230.8,25,hybapr
123.4,254,51,perexa
123.4,291,110,cupasy
123.4,320.1,-1,beilpe
123.4,334.8,105,eugeco
123.4,336.2,39,alsebl
123.4,350.6,-1,hybapr
123.4,371.8,13,hybapr
123.4,436.9,15,faraoc
123.4,442.6,-1,micoar
123.4,450.6,-1,tet2pa
123.4,475.7,25,swars2
123.41,247.36,18,hybapr
123.42,93.37,40,cecrin
123.42,95.2,31,cecrob
123.45,75.91,44,pourbi
123.45,259.52,16,gar2in
123.48,99.38,32,sponmo
123.48,140.76,18,hybapr
123.5,17.6,37,mourmy
123.5,18.9,23,swars1
123.5,52.1,162,cassel
123.5,100.9,118,hirttr
123.5,203.5,22,protpa
123.5,232.7,48,cupasy
123.5,246.5,58,tachve
123.5,255.6,11,gar2in
123.5,292.2,38,swars2
123.5,366.6,55,protco
123.5,400.6,62,faraoc
123.5,404.8,25,hybapr
123.5,411.2,22,gar2in
123.54,92.13,13,cecrin
123.58,93.83,11,guatdu
123.6,17.23,15,crotbi
123.6,37.1,23,pri2co
123.6,63.3,27,des2pa
123.6,65.1,17,gar2ma
123.6,94.5,10,ingas1
123.6,132.1,10,talipr
123.6,144.3,21,mourmy
123.6,282,54,eugeoe
123.6,308.2,26,tet2pa
123.6,340.1,268,cordbi
123.6,482.6,22,beilpe
123.63,100.15,15,micoar
123.63,345.67,17,hybapr
123.66,339.49,15,hybapr
123.67,77.43,11,pentma
123.67,84.77,17,calolo
123.68,91.47,19,cecrin
123.7,9.6,12,hybapr
123.7,27.6,33,faraoc
123.7,91.3,23,faraoc
123.7,118,88,hirttr
123.7,134.1,20,mourmy
123.7,157.2,35,cappfr
123.7,157.2,23,des2pa
123.7,173.6,77,swars2
123.7,204.8,64,faraoc
123.7,243.8,-1,herrpu
123.7,282.3,17,protte
123.7,284.6,492,tri2tu
123.7,325.6,58,hassfl
123.7,339.2,38,faraoc
123.7,385.7,26,hybapr
123.7,404.3,83,faraoc
123.7,421.2,44,faraoc
123.7,443.3,83,faraoc
123.7,485.2,44,swars2
123.7,488.2,28,hybapr
123.71,254.19,12,licahy
123.74,359.85,11,des2pa
123.79,92.38,31,cecrin
123.8,31.8,-1,soroaf
123.8,63.5,36,protpa
123.8,109.2,-1,swars2
123.8,110.5,18,des2pa
123.8,115.9,91,faraoc
123.8,117.7,33,faraoc
123.8,180.2,16,hybapr
123.8,213.2,76,ery1co
123.8,213.4,11,tri2tu
123.8,244.1,16,des2pa
123.8,261.2,16,des2pa
123.8,281.1,38,hybapr
123.8,312.8,35,tet2pa
123.8,314.5,27,sipapa
123.8,352.7,19,swars2
123.8,358.1,66,swars2
123.8,368.4,38,hirttr
123.8,400.9,15,gar2in
123.8,437.6,13,guetfo
123.8,442,16,hybapr
123.8,447.5,61,soroaf
123.82,304.69,13,gar2ma
123.84,91.85,31,cecrin
123.84,94.48,17,cecrin
123.84,170.42,-1,cordla
123.85,231.3,13,gar2in
123.9,6.8,330,jac1co
123.9,28.5,51,mourmy
123.9,38.1,45,faraoc
123.9,68.9,114,protpa
123.9,112.6,15,alsebl
123.9,151.7,29,des2pa
123.9,164.9,41,des2pa
123.9,173.4,143,cordla
123.9,240.8,16,hybapr
123.9,315.5,-1,tet2pa
123.9,316.65,10,protpa
123.9,356.6,34,pterro
123.9,384.6,68,des2pa
123.9,393.9,70,poular
123.9,402,123,unonpi
123.9,420.8,36,faraoc
123.93,322.34,11,zantbe
123.94,49.51,10,cupasy
123.94,483.4,11,hybapr
123.96,319.43,21,loncla
123.97,164.68,22,simaam
124,14.4,67,faraoc
124,50.8,89,faraoc
124,68.4,88,oenoma
124,85.1,16,calolo
124,117.3,14,hybapr
124,138.8,27,gar2in
124,154.2,37,xyl2ol
124,173.1,90,faraoc
124,211,60,soroaf
124,229.9,35,hybapr
124,274.3,18,faraoc
124,349.9,17,swars1
124,373.5,29,hybapr
124,382.7,43,hybapr
124,428.9,150,faraoc
124,440.2,15,ouralu
124,450.2,-1,protte
124,484,18,mourmy
124.01,8.02,14,eugega
124.03,87.73,15,paligu
124.05,92.17,16,cecrin
124.05,274.65,15,tet2pa
124.06,431.79,12,psycli
124.1,77.7,42,calolo
124.1,147.4,35,faraoc
124.1,153.4,18,mourmy
124.1,176.9,25,protpa
124.1,181.4,65,faraoc
124.1,237.2,27,beilpe
124.1,256.8,31,beilpe
124.1,265.2,-1,oenoma
124.1,268.88,13,calolo
124.1,277.1,21,talipr
124.1,302.91,17,alsebl
124.1,329.1,31,hybapr
124.1,333.1,24,swars2
124.1,361.7,105,faraoc
124.1,369.1,38,hybapr
124.1,382.4,33,alsebl
124.1,385,15,swars2
124.1,388.3,25,hybapr
124.17,164.06,12,guargu
124.18,308.43,15,protpa
124.19,250.24,26,hybapr
124.2,6.1,127,socrex
124.2,19.9,19,mourmy
124.2,22.4,11,tropra
124.2,24.8,31,des2pa
124.2,34.1,94,oenoma
124.2,55.1,88,oenoma
124.2,73,150,poular
124.2,112.8,29,ingaum
124.2,114.8,29,stylst
124.2,136,22,soroaf
124.2,145.5,25,beilpe
124.2,200.7,11,alsebl
124.2,207.8,180,hirttr
124.2,214.8,38,hybapr
124.2,248,29,ouralu
124.2,268.2,62,swars2
124.2,275.1,33,faraoc
124.2,288.1,277,pri2co
124.2,292.9,69,faraoc
124.2,295.1,37,mourmy
124.2,295.6,64,tri2tu
124.2,301,28,calolo
124.2,301.5,44,cupasy
124.2,320.9,33,hybapr
124.2,329.6,16,hybapr
124.2,337.9,52,virose
124.2,348.2,35,hybapr
124.2,349.8,17,des2pa
124.2,415.31,-1,hybapr
124.2,419.13,12,des2pa
124.2,419.4,110,faraoc
124.2,433.5,92,hirttr
124.2,442.3,20,zantp1
124.2,442.6,145,zantp1
124.2,449.8,23,pterro
124.21,75.91,16,malmsp
124.22,94.53,13,micoar
124.24,258.86,65,virose
124.27,172.09,12,hybapr
124.27,430.37,10,tet2pa
124.29,144.15,11,simaam
124.3,60.7,56,faraoc
124.3,75.5,17,hybapr
124.3,153.3,23,mourmy
124.3,160.8,35,psycho
124.3,211.1,-1,hybapr
124.3,241.7,13,des2pa
124.3,257.7,48,laciag
124.3,259.2,48,hirttr
124.3,270.1,89,oenoma
124.3,276.6,17,alsebl
124.3,297.5,14,alsebl
124.3,333.9,62,eugeoe
124.3,345.2,34,faraoc
124.3,432.5,24,quaras
124.3,436.4,16,randar
124.3,450.8,-1,mourmy
124.3,485.7,20,neeaam
124.32,324.65,15,hybapr
124.38,380.89,12,alsebl
124.38,411.24,-1,guatdu
124.4,10.9,31,virose
124.4,48,56,pri2co
124.4,83.3,29,faraoc
124.4,94.79,35,cecrin
124.4,140.6,11,mourmy
124.4,172.5,30,hybapr
124.4,203.1,40,protte
124.4,261.1,17,hybapr
124.4,261.5,29,beilpe
124.4,284.2,58,laetth
124.4,319.2,22,mourmy
124.4,319.7,75,faraoc
124.4,388.3,30,hybapr
124.4,412.5,29,des2pa
124.4,487,33,hirttr
124.4,489,72,eugega
124.41,182.36,13,tet2pa
124.43,142.05,12,ery2ma
124.44,112.13,19,tet2pa
124.46,316.42,17,loncla
124.46,337.88,19,hybapr
124.47,370.13,13,hybapr
124.5,14.2,-1,soroaf
124.5,42.1,75,oenoma
124.5,60.2,133,swars1
124.5,96.59,19,cordbi
124.5,99,103,virosp
124.5,100.5,24,guazul
124.5,159,147,pri2co
124.5,186.4,113,oenoma
124.5,198.2,96,faraoc
124.5,220.6,18,beilpe
124.5,292.6,19,hybapr
124.5,296.6,16,pentma
124.5,329.4,-1,eugene
124.5,379.3,20,hybapr
124.5,380.2,20,faraoc
124.5,446.5,50,maytsc
124.5,457.1,78,protco
124.5,473.4,163,ocotob
124.5,488.5,35,gar2in
124.51,439.83,14,mourmy
124.53,83.97,18,paligu
124.56,90.12,60,cecrin
124.56,280.41,11,tet2pa
124.57,425.25,17,hybapr
124.6,23.6,33,cassel
124.6,80.2,138,socrex
124.6,137.1,58,des2pa
124.6,154,18,psycho
124.6,173.1,20,hybapr
124.6,173.3,95,faraoc
124.6,176.2,58,brosal
124.6,231.1,17,hybapr
124.6,237.3,30,des2pa
124.6,239.8,59,tet2pa
124.6,246.5,22,protpa
124.6,248.1,26,des2pa
124.6,277,15,protte
124.6,295.5,26,cappfr
124.6,337.2,138,virose
124.6,341.8,32,swars2
124.6,388.9,185,tratas
124.65,79.77,18,eugega
124.66,84.33,19,paligu
124.66,267.92,12,calolo
124.68,87.15,14,paligu
124.68,97.45,44,sponmo
124.7,20.8,-1,maquco
124.7,75.4,37,cupasy
124.7,96.3,45,sympgl
124.7,139.7,115,faraoc
124.7,161.8,20,hybapr
124.7,178.7,17,hybapr
124.7,236.5,57,tet2pa
124.7,279.8,13,calolo
124.7,319.6,-1,hybapr
124.7,336.2,662,jac1co
124.7,363.8,32,guatdu
124.7,366.1,22,hybapr
124.7,382.2,89,protpa
124.7,389.5,22,alsebl
124.7,448.4,16,tet2pa
124.7,453.2,33,protpa
124.7,484.5,163,quaras
124.71,74.71,10,cestme
124.71,95.52,38,cecrin
124.72,339.56,13,hybapr
124.74,391.8,20,mourmy
124.75,438.58,12,hybapr
124.75,471.66,13,simaam
124.76,432.14,11,poutre
124.77,295.13,10,ingaum
124.79,495.9,13,eugega
124.8,2.8,88,faraoc
124.8,15.2,50,ingaum
124.8,39.2,21,heisco
124.8,60.3,25,mourmy
124.8,100.8,52,maquco
124.8,130.9,63,des2pa
124.8,137.3,13,pterro
124.8,170.9,53,tri2tu
124.8,171.7,19,cappfr
124.8,173.3,16,swars1
124.8,179.4,15,hybapr
124.8,181.6,17,hybapr
124.8,194.6,-1,des2pa
124.8,198.6,30,laciag
124.8,202.2,25,pterro
124.8,225.2,56,gar2in
124.8,226.6,22,protpa
124.8,226.8,210,cassel
124.8,234.2,216,dendar
124.8,234.8,27,quaras
124.8,241,15,alsebl
124.8,286.7,28,mourmy
124.8,355.6,-1,hybapr
124.8,371.8,27,cou2cu
124.8,389.4,100,ingaqu
124.8,401.6,20,mourmy
124.8,403.1,16,des2pa
124.8,409.6,149,faraoc
124.8,409.9,27,hybapr
124.8,437.9,140,faraoc
124.8,492.1,65,faraoc
124.81,440.14,11,des2pa
124.83,18.52,16,cecrin
124.83,202.45,11,hybapr
124.85,93.46,24,cecrin
124.85,323.83,14,hybapr
124.86,388.85,15,hybapr
124.87,241.58,10,faraoc
124.88,83.85,14,paligu
124.89,94.79,22,cecrin
124.89,337.73,15,hybapr
124.89,366.47,11,tet2pa
124.9,24.5,14,hybapr
124.9,49.1,15,faraoc
124.9,201.7,19,hybapr
124.9,207.6,29,des2pa
124.9,314,29,hybapr
124.9,317.2,19,ingaum
124.9,451.8,90,tri2pa
124.9,456.1,23,swars2
124.9,467.6,61,cordbi
124.9,473.7,19,eugega
124.91,84.2,11,paligu
124.95,79.63,10,tri2tu
125,129.6,50,tet2pa
125,276,13,hybapr
125.1,14.1,38,faraoc
125.1,17.8,50,cou2cu
125.1,20.4,-1,des2pa
125.1,27.4,102,unonpi
125.1,95.2,39,faraoc
125.1,99.8,160,socrex
125.1,119.7,24,protpa
125.1,153.1,16,psycma
125.1,174,29,hirttr
125.1,192,20,tri2tu
125.1,254.1,11,hirttr
125.1,260.7,14,nectci
125.1,348.6,24,faraoc
125.1,352.2,30,hybapr
125.1,412.8,57,protte
125.1,452.7,33,des2pa
125.11,142.04,13,calolo
125.11,156.35,12,des2pa
125.13,350.45,12,micoho
125.15,204.05,15,hybapr
125.18,18.75,16,rinosy
125.19,361.19,11,beilpe
125.2,38.8,25,tet2pa
125.2,61.8,270,pri2co
125.2,77.8,39,tet2pa
125.2,99.6,14,gar2in
125.2,110,55,ery2ma
125.2,122.7,105,oenoma
125.2,150.1,15,ouralu
125.2,159.8,30,eugene
125.2,165.2,42,faraoc
125.2,180.7,20,hybapr
125.2,193.1,10,cappfr
125.2,228.1,53,faraoc
125.2,239.8,16,alsebl
125.2,245.8,120,pri2co
125.2,246.2,639,jac1co
125.2,265.1,105,oenoma
125.2,273.4,26,mourmy
125.2,322,169,perexa
125.2,335.8,24,hybapr
125.2,344.6,25,des2pa
125.2,355.9,25,hybapr
125.2,358.8,59,faraoc
125.2,386.9,-1,hybapr
125.2,387.7,590,zantbe
125.2,404.2,37,poutre
125.2,405.5,22,mourmy
125.2,420.3,34,hybapr
125.2,421.3,36,gar2in
125.2,422.4,50,alsebl
125.2,429.8,34,mourmy
125.2,437.9,38,soroaf
125.2,445.7,28,hybapr
125.24,321.24,16,swars2
125.25,85.29,11,cordbi
125.26,164.46,11,picrla
125.29,94.22,10,paligu
125.3,8.2,17,brosal
125.3,14.5,34,faraoc
125.3,17.2,-1,cappfr
125.3,35.3,90,socrex
125.3,165.5,24,pterro
125.3,200.2,190,hassfl
125.3,244.6,26,hybapr
125.3,255.3,110,unonpi
125.3,257.7,39,beilpe
125.3,273.2,-1,cordla
125.3,297.1,104,faraoc
125.3,420.4,34,mourmy
125.3,475.5,23,protpa
125.3,490.4,23,hybapr
125.32,262.2,12,calolo
125.32,423.97,11,sipapa
125.34,65.38,11,protpa
125.35,155.91,23,tachve
125.35,316.97,18,mourmy
125.36,79.12,15,tet2pa
125.36,390.23,19,hybapr
125.37,389.71,11,alsebl
125.39,110.13,12,tet2pa
125.4,2.1,57,ingaum
125.4,3.1,-1,andiin
125.4,7.1,44,faraoc
125.4,10.6,96,heisco
125.4,12,217,pri2co
125.4,87.6,86,oenoma
125.4,111.4,106,cassel
125.4,115.1,24,chr1ec
125.4,157.3,26,ouralu
125.4,178.9,164,protte
125.4,203.9,28,hybapr
125.4,240.1,25,hybapr
125.4,244.7,11,pri2co
125.4,247.3,122,guatdu
125.4,267.8,14,calolo
125.4,288,22,faraoc
125.4,305.9,-1,hybapr
125.4,365.6,21,mourmy
125.4,374.1,21,hybapr
125.4,407.5,25,hybapr
125.4,439.2,13,alsebl
125.4,452.3,13,tet2pa
125.4,473.4,24,hybapr
125.42,270.15,60,oenoma
125.43,93.61,26,paligu
125.43,379.71,16,ingath
125.44,92.09,28,cecrin
125.44,99.38,10,ingama
125.44,107.56,23,paligu
125.45,90.06,12,cordbi
125.47,320.35,15,cupasy
125.5,58.2,32,faraoc
125.5,123.8,109,oenoma
125.5,200,-1,hybapr
125.5,222.6,15,pri2co
125.5,224,82,oenoma
125.5,276.4,116,socrex
125.5,298.2,24,hybapr
125.5,316.2,13,sipapa
125.5,327.4,38,guatdu
125.5,376,114,oenoma
125.5,491.4,13,hybapr
125.51,89.05,14,tet2pa
125.52,87.19,12,paligu
125.55,162.28,13,hybapr
125.58,430.26,17,mourmy
125.6,128.3,20,laciag
125.6,161.3,23,ouralu
125.6,173.3,16,hybapr
125.6,177.75,15,tet2pa
125.6,263.4,22,mourmy
125.6,275.1,56,faraoc
125.6,284.4,128,protpa
125.6,285.1,25,faraoc
125.6,309.6,43,faraoc
125.6,386.88,11,mourmy
125.6,409.6,64,faraoc
125.6,447.8,29,alsebl
125.63,85.49,12,paligu
125.64,99,17,paligu
125.67,150.12,11,hybapr
125.7,15.5,50,faraoc
125.7,110.2,26,des2pa
125.7,128.8,30,psycho
125.7,146.2,33,des2pa
125.7,179.5,23,des2pa
125.7,193.5,165,hirttr
125.7,224.6,40,hybapr
125.7,238.9,12,hybapr
125.7,242.4,58,pri2co
125.7,342.4,265,quaras
125.7,364.4,26,des2pa
125.7,372.4,54,picrla
125.7,382.1,22,loncla
125.7,396,44,hirttr
125.7,490.2,42,guarsp
125.71,385.28,12,psycma
125.72,91.74,21,pourbi
125.72,412.39,16,ingaqu
125.73,84.81,16,paligu
125.74,193.74,15,poular
125.75,18.32,16,cecrin
125.79,469.53,11,eugega
125.79,473.09,14,tet2pa
125.8,1.4,90,socrex
125.8,24,156,beilpe
125.8,73.9,70,chr1ec
125.8,94.5,10,paligu
125.8,144.4,16,mourmy
125.8,152.5,18,sloate
125.8,174.4,33,hybapr
125.8,207.2,16,protco
125.8,233.2,19,alsebl
125.8,246,68,tet2pa
125.8,253.3,15,faraoc
125.8,278,79,pri2co
125.8,291.1,36,tri2tu
125.8,296.7,13,faraoc
125.8,305.5,72,pterro
125.8,397,-1,psycma
125.8,437.1,34,des2pa
125.8,459.1,103,faraoc
125.82,387.31,-1,alsebl
125.88,309.52,19,micoaf
125.9,9.1,38,pri2co
125.9,54.8,73,virose
125.9,156.4,-1,ouralu
125.9,167.4,172,tab2ar
125.9,181,95,faraoc
125.9,213.3,32,gar2ma
125.9,214,11,faraoc
125.9,242.4,67,tet2pa
125.9,264.2,30,tet2pa
125.9,311.2,50,micoaf
125.9,352.3,13,hybapr
125.9,357.1,706,beilpe
125.9,359.7,16,alsebl
125.9,394.8,29,hybapr
125.9,413.6,74,faraoc
125.9,433.7,70,ingaum
125.9,451.8,32,tet2pa
125.9,484.3,-1,sipapa
125.9,491.1,62,pterro
125.96,24.83,12,dio2ar
125.97,96.25,10,ocotwh
125.99,390.72,10,alsebl
126,80.4,-1,alsebl
126,98.2,25,cassel
126,147.3,27,des2pa
126,183.5,11,cupasy
126,199.7,44,mourmy
126,209.1,12,maquco
126,217,49,des2pa
126,256.1,50,des2pa
126,300.6,27,ouralu
126,351.1,43,hybapr
126,419.5,65,faraoc
126,428,90,faraoc
126,432.1,14,faraoc
126,447.2,87,faraoc
126,450.8,-1,tropra
126.04,91.23,20,paligu
126.06,247.96,11,paligu
126.07,389.09,11,alsebl
126.09,152.63,13,calolo
126.1,22.9,41,soroaf
126.1,104.1,73,oenoma
126.1,114.8,105,malmsp
126.1,165.3,35,faraoc
126.1,253.5,39,faraoc
126.1,258.5,52,calolo
126.1,264,29,alsebl
126.1,299.8,-1,nectci
126.1,342.4,29,des2pa
126.1,353.5,39,hybapr
126.1,367.4,39,hybapr
126.1,394.1,65,faraoc
126.1,395,-1,alsebl
126.1,406.1,52,faraoc
126.1,440.2,28,hybapr
126.1,464.6,24,andiin
126.14,282.62,10,tachve
126.15,165.71,14,hybapr
126.16,82.39,13,protpa
126.18,92.44,22,cordbi
126.18,305.45,11,calolo
126.19,340.25,16,hybapr
126.2,17.5,-1,mourmy
126.2,39.4,395,tet2pa
126.2,44.3,44,faraoc
126.2,110.4,76,tri2tu
126.2,134.2,65,soroaf
126.2,141,46,hybapr
126.2,142.9,60,faraoc
126.2,146.7,17,ouralu
126.2,154.8,43,mourmy
126.2,179.4,22,hybapr
126.2,204.1,80,tab2ar
126.2,230.1,12,calolo
126.2,243.5,-1,faraoc
126.2,261.6,-1,guarsp
126.2,296.6,32,ingago
126.2,303.8,43,sloate
126.2,349.6,-1,hybapr
126.2,396,19,hybapr
126.2,404,125,faraoc
126.2,429.7,15,hybapr
126.2,432.7,28,hybapr
126.2,443,51,hybapr
126.2,445.1,75,alsebl
126.21,154.07,11,hybapr
126.21,431.54,12,des2pa
126.21,468.57,18,psycho
126.25,152.17,15,faraoc
126.26,89.55,33,solaha
126.26,293.9,11,calolo
126.27,90.59,13,paligu
126.28,76.11,15,mourmy
126.3,7.9,116,dendar
126.3,30.1,69,heisco
126.3,40.2,24,tachve
126.3,74.8,19,mourmy
126.3,149.2,11,calolo
126.3,156.47,11,mourmy
126.3,176.2,32,tet2pa
126.3,186.2,75,oenoma
126.3,215.6,53,des2pa
126.3,228.2,24,hybapr
126.3,239,26,hybapr
126.3,258.8,32,tet2pa
126.3,261.9,34,protpa
126.3,274.3,38,hybapr
126.3,282.5,11,swars1
126.3,316.2,40,swars2
126.3,328,45,hybapr
126.3,335.3,75,faraoc
126.3,340.9,65,ocotce
126.3,343.8,45,caseac
126.3,362.8,125,tri2tu
126.3,363.2,-1,alsebl
126.3,365.7,-1,des2pa
126.3,370.4,255,cordbi
126.3,401.2,26,mourmy
126.3,495.2,11,des2pa
126.3,499.6,49,swars2
126.31,382.2,32,hybapr
126.35,368.29,11,hybapr
126.37,98.03,13,paligu
126.37,334.89,14,hybapr
126.38,100.69,30,faraoc
126.39,428.44,12,alsebl
126.4,28.8,130,maquco
126.4,63.4,49,hybapr
126.4,78.2,75,faraoc
126.4,79.8,355,dendar
126.4,148,27,brosal
126.4,172.9,31,cappfr
126.4,198.8,37,hybapr
126.4,246.3,16,tachve
126.4,278.1,42,virose
126.4,297.3,25,nectci
126.4,317.7,27,des2pa
126.4,336,35,hybapr
126.4,363,28,protpa
126.4,476.2,120,oenoma
126.41,319.82,17,cestme
126.47,363.23,11,simaam
126.47,419.49,70,apeiti
126.5,59.3,14,tri2tu
126.5,190.2,30,swars2
126.5,299.9,94,faraoc
126.5,301.73,12,picrla
126.5,381,47,gar2in
126.5,383.3,39,faraoc
126.5,429.5,24,mourmy
126.5,450.8,22,tet2pa
126.5,455.9,32,laciag
126.5,469.8,14,psycho
126.51,302.09,11,ocotce
126.51,426.63,10,des2pa
126.53,91.71,23,eugega
126.58,84.37,12,cordbi
126.59,76.37,14,calolo
126.6,13.9,137,faraoc
126.6,108.8,52,faraoc
126.6,156.6,55,faraoc
126.6,160.1,55,swars2
126.6,167.4,33,quaras
126.6,224.8,145,faraoc
126.6,249.1,40,protpa
126.6,316.9,42,protpa
126.6,356.5,21,hybapr
126.6,393.5,128,apeime
126.6,403.4,312,tri2tu
126.67,88.12,17,micoar
126.67,317.12,29,laciag
126.7,146.3,16,des2pa
126.7,150.1,40,gar2in
126.7,173.5,765,pla1pi
126.7,175.5,21,faraoc
126.7,179.7,-1,faraoc
126.7,222.3,35,protpa
126.7,229.2,31,hybapr
126.7,233.8,24,chr1ec
126.7,243.7,68,alsebl
126.7,245.4,37,swars2
126.7,246.8,20,alsebl
126.7,252.7,-1,tachve
126.7,265.8,68,alsebl
126.7,275.3,24,faraoc
126.7,291.5,25,mourmy
126.7,293.3,24,alsebl
126.7,316.6,597,pri2co
126.7,328.6,40,faraoc
126.7,364,24,protpa
126.7,409.5,25,des2pa
126.7,451.6,25,mourmy
126.7,492.2,-1,hybapr
126.8,7.1,16,mourmy
126.8,189.7,18,hybapr
126.8,217.2,23,soroaf
126.8,239.3,17,calolo
126.8,247.1,85,faraoc
126.8,336.6,12,hybapr
126.8,344.9,25,hybapr
126.8,355.9,35,hybapr
126.8,358.3,72,faraoc
126.8,370.3,-1,ingasa
126.8,387.51,11,hybapr
126.8,393.4,24,hybapr
126.8,416.2,78,faraoc
126.8,448.8,-1,mourmy
126.8,461.4,200,cordbi
126.8,468.3,115,cordbi
126.8,469.6,39,ormoma
126.8,490.5,20,des2pa
126.8,492.5,164,virose
126.83,98.92,11,paligu
126.86,374.12,15,hybapr
126.88,107.07,15,loncla
126.9,5.1,18,faraoc
126.9,24.5,101,heisco
126.9,65.6,60,oenoma
126.9,84.6,16,alsebl
126.9,96.7,18,tri2tu
126.9,162.1,-1,cappfr
126.9,234.4,16,alsebl
126.9,236.5,138,faraoc
126.9,241.4,88,faraoc
126.9,393.1,23,laetth
126.9,397.1,45,randar
126.9,459.7,50,tet2pa
126.93,410.05,16,hybapr
126.93,459.14,19,swars2
126.94,308.89,71,guatdu
126.95,301.97,11,calolo
126.97,49.91,13,faraoc
126.98,90.59,16,cordbi
127,74.2,28,protpa
127,76.1,33,xyl1ma
127,92.57,10,tab2ar
127,143.1,23,soroaf
127,198.6,14,hybapr
127,256.9,65,beilpe
127,272.8,34,tet2pa
127,288,65,cupasy
127,301.1,306,hirttr
127,332.6,34,alsebl
127,398.4,13,mourmy
127,470.2,20,psycho
127,480.8,29,faraoc
127.01,315.25,20,mourmy
127.03,293.87,13,calolo
127.04,349.83,26,faraoc
127.1,54,22,swars2
127.1,94.6,29,nectpu
127.1,143.6,57,laciag
127.1,148.9,57,faraoc
127.1,160.2,28,faraoc
127.1,197.9,14,hybapr
127.1,212.3,20,faraoc
127.1,214.7,526,tachve
127.1,303.6,59,tri2tu
127.1,367.9,20,hybapr
127.1,417.9,75,faraoc
127.1,430.2,18,eugega
127.13,9.38,12,des2pa
127.14,89.16,11,swars1
127.16,331.47,47,tab2ar
127.16,411.83,23,guargu
127.19,368.2,17,des2pa
127.2,6,41,rinosy
127.2,50.3,14,mourmy
127.2,63.7,126,pri2co
127.2,79.1,39,hybapr
127.2,139.9,-1,cou2cu
127.2,180.6,14,sloate
127.2,191.7,23,hybapr
127.2,196,17,hybapr
127.2,227.8,23,hybapr
127.2,250,43,des2pa
127.2,252.1,21,faraoc
127.2,252.8,47,tab2ar
127.2,301.1,29,des2pa
127.2,343.6,25,alsebl
127.2,365.7,32,gar2in
127.2,407,-1,alsebl
127.2,432,23,cassel
127.2,440.5,-1,faraoc
127.22,79.79,12,eugega
127.22,372.88,21,hybapr
127.24,84.21,13,micoar
127.27,88.96,15,paligu
127.27,94.19,19,tet2pa
127.28,85.84,14,paligu
127.29,430.47,19,mourmy
127.3,27.8,73,des2pa
127.3,45.9,26,des2pa
127.3,95,26,mourmy
127.3,131.9,24,hybapr
127.3,163.1,13,psycho
127.3,166.4,53,faraoc
127.3,205.2,23,hybapr
127.3,218.8,59,faraoc
127.3,234.4,16,neeaam
127.3,237.7,57,socrex
127.3,288.2,30,faraoc
127.3,295.4,-1,hybapr
127.3,327.2,22,hybapr
127.3,341,16,psycma
127.3,349.7,345,zantbe
127.3,355.6,23,hybapr
127.3,425.5,106,faraoc
127.33,368.66,15,hybapr
127.36,331.02,14,faraoc
127.37,400.32,14,des2pa
127.4,3.2,16,mourmy
127.4,43.5,33,soroaf
127.4,48.9,71,faraoc
127.4,74.3,22,mourmy
127.4,92.3,145,poular
127.4,112,26,maquco
127.4,152.3,16,hybapr
127.4,164.9,37,cappfr
127.4,181.1,38,hirttr
127.4,189.7,30,tachve
127.4,191.7,15,hybapr
127.4,217.6,25,chr1ec
127.4,230.4,135,socrex
127.4,363.9,16,des2pa
127.4,364.8,102,pterro
127.4,384.1,39,hybapr
127.4,397.1,21,mourmy
127.4,462.3,33,hybapr
127.4,493.1,17,hybapr
127.42,293.59,16,calolo
127.42,339.86,28,acaldi
127.42,369.65,68,socrex
127.45,295.64,11,hybapr
127.46,459.77,11,dio2ar
127.49,300.19,14,gar2in
127.5,6.9,12,rinosy
127.5,9.7,125,socrex
127.5,43.5,115,alsebl
127.5,76.5,-1,sympgl
127.5,130.2,32,des2pa
127.5,195.6,23,hybapr
127.5,284.2,260,apeime
127.5,298.1,-1,alsebl
127.5,324.1,92,oenoma
127.5,364.8,27,hybapr
127.5,387.95,14,alsebl
127.5,395.2,80,laetth
127.5,424.1,17,des2pa
127.5,433,22,beilpe
127.5,444.9,-1,gustsu
127.52,364.47,10,protpa
127.57,425.83,15,hybapr
127.6,17.5,-1,faraoc
127.6,35.1,22,hybapr
127.6,51.1,14,faraoc
127.6,92.1,29,faraoc
127.6,126.6,61,gar2in
127.6,146.1,25,faraoc
127.6,197.6,-1,hybapr
127.6,249.8,90,quaras
