x,y,boh,name
600.7,494.2,21,gar2in
600.71,366.47,20,micoar
600.73,164.3,12,faraoc
600.73,451,18,loncla
600.77,363.77,14,micoar
600.78,56.77,11,mourmy
600.78,339.85,17,micone
600.79,183.52,13,picrla
600.8,36.5,16,hybapr
600.8,61.5,810,luehse
600.8,67.8,21,talipr
600.8,70.4,100,drypst
600.8,153.2,31,ouralu
600.8,157.5,11,psycho
600.8,186.1,60,faraoc
600.8,209.6,130,eugeoe
600.8,212.5,27,tri2tu
600.8,241.9,-1,eugene
600.8,268.2,22,tri2tu
600.8,314,32,faraoc
600.8,320.8,19,hybapr
600.8,389,34,gar2in
600.8,394.03,23,protte
600.8,399.5,33,tri2tu
600.8,494.4,35,swars2
600.81,341.45,15,des2pa
600.81,388.2,24,calolo
600.85,295.54,18,ceibpe
600.85,432.8,11,hybapr
600.87,413.44,14,unonpi
600.9,3.2,20,hybapr
600.9,9.9,20,protte
600.9,35.1,68,faraoc
600.9,36.6,12,hybapr
600.9,55.6,18,psycho
600.9,115.3,26,quaras
600.9,169.6,19,faraoc
600.9,231,63,micoar
600.9,234,24,mourmy
600.9,282.9,-1,poutre
600.9,289.3,25,hybapr
600.9,296.9,34,faraoc
600.9,298.9,39,quaras
600.9,302.8,15,tri2tu
600.9,312.2,157,tri2pa
600.9,315.3,18,tri2tu
600.9,324.8,30,tri2tu
600.9,331,20,des2pa
600.9,441.1,36,tri2tu
600.9,457.4,105,gustsu
600.92,89.59,20,tab2ar
600.98,56.62,19,drypst
601,31.3,18,faraoc
601,38.7,509,virosu
601,74.8,14,cappfr
601,118.5,17,eugega
601,143.3,14,beilpe
601,222.8,101,faraoc
601,267.5,29,guargu
601,308.6,20,hybapr
601,309.6,30,faraoc
601,328,42,tri2tu
601,361.6,40,tri2tu
601,439.1,331,alsebl
601,460.8,18,tri2tu
601,476.1,24,mourmy
601.03,5.99,14,mourmy
601.05,472.85,14,gar2in
601.06,405.79,11,hybapr
601.1,31.5,24,beilpe
601.1,67.1,14,herrpu
601.1,113.3,24,calolo
601.1,113.6,21,ardife
601.1,130.5,15,quaras
601.1,152.7,12,gar2in
601.1,159.6,11,termob
601.1,228.7,58,guarsp
601.1,244.6,18,des2pa
601.1,283.6,-1,alibed
601.1,289.7,12,hybapr
601.1,316.1,100,faraoc
601.1,329.8,27,hybapr
601.1,361.2,22,hybapr
601.1,419.2,20,eugega
601.1,443.1,46,ingas1
601.1,445.5,21,hybapr
601.1,496.5,40,hybapr
601.16,392.79,13,tab2ar
601.18,4.53,23,calolo
601.2,8.6,29,mourmy
601.2,18.9,36,xyl1ma
601.2,31.8,-1,beilpe
601.2,35.2,13,hybapr
601.2,75.2,17,cappfr
601.2,82.1,29,quaras
601.2,86.5,134,tachve
601.2,108.5,146,randar
601.2,132.7,18,mourmy
601.2,167.1,31,des2pa
601.2,242.1,29,hybapr
601.2,276.9,45,swars1
601.2,303.2,48,tri2tu
601.2,318.4,30,cappfr
601.2,381.6,36,hybapr
601.2,429.5,34,des2pa
601.2,444.8,-1,alsebl
601.2,450.7,64,alsebl
601.2,462,30,tri2tu
601.2,466.9,218,tri2tu
601.2,470.4,17,pterro
601.22,144.33,10,ingama
601.24,54.09,10,guetfo
601.25,430.28,10,ery2ma
601.29,389.43,16,eugeoe
601.3,30.4,13,gar2in
601.3,73.9,31,hybapr
601.3,85.1,50,ingago
601.3,166.3,81,faraoc
601.3,174.6,-1,guarsp
601.3,180.2,106,guargu
601.3,208.6,50,faraoc
601.3,212.2,46,faraoc
601.3,233.3,20,faraoc
601.3,240.7,24,faraoc
601.3,283.1,17,faraoc
601.3,376.5,-1,talipr
601.3,477.3,146,tet2pa
601.32,179.12,14,tet2pa
601.32,340.59,18,ingama
601.34,357.04,15,tet2pa
601.34,425.12,12,hybapr
601.4,31.6,14,hybapr
601.4,58.3,36,faraoc
601.4,172,34,protte
601.4,176.3,34,ouralu
601.4,290.3,31,faraoc
601.4,303.5,66,alsebl
601.4,403.2,78,tri2tu
601.4,474.1,18,alsebl
601.4,475.2,52,soroaf
601.4,479.8,52,faraoc
601.43,84.76,12,xyl1ma
601.45,280.21,18,faraoc
601.46,433.41,18,faraoc
601.5,102.2,20,eugega
601.5,148.6,77,faraoc
601.5,164.7,36,gar2in
601.5,190.3,24,hybapr
601.5,230.7,14,mourmy
601.5,232,28,faraoc
601.5,355.3,308,quaras
601.5,365.5,27,gar2in
601.5,371.9,41,faraoc
601.5,375.4,46,gar2in
601.5,387.8,19,des2pa
601.5,413.49,11,ingama
601.5,418.5,14,hybapr
601.5,429.2,304,heisco
601.5,486.9,94,faraoc
601.52,194.69,11,ingama
601.57,267.6,13,hirttr
601.59,18.21,21,simaam
601.6,40.3,59,faraoc
601.6,49.4,79,tet2pa
601.6,100.2,18,beilpe
601.6,107.7,87,faraoc
601.6,120.6,28,poutre
601.6,187.3,59,faraoc
601.6,204.6,43,faraoc
601.6,260.2,20,hybapr
601.6,308.3,24,tri2tu
601.6,319,95,faraoc
601.6,368.37,12,paligu
601.6,382.6,25,mourmy
601.63,44.85,-1,psycho
601.67,392.05,46,ingasa
601.68,227.57,-1,gar2in
601.7,36.9,22,hybapr
601.7,67.7,-1,alsebl
601.7,81.2,25,protco
601.7,135.6,122,faraoc
601.7,151.1,30,xyl1ma
601.7,178.66,13,tet2pa
601.7,179.4,18,stylst
601.7,200.1,34,ouralu
601.7,205.1,15,tri2tu
601.7,221.7,38,soroaf
601.7,222.9,35,des2pa
601.7,246.1,49,swars1
601.7,270.2,67,faraoc
601.7,290.4,64,faraoc
601.7,326.5,33,tri2tu
601.7,398.7,18,tri2tu
601.7,422.9,55,cappfr
601.7,425.3,50,protte
601.7,490.3,19,faraoc
601.75,55.83,11,mourmy
601.76,90.13,27,xyl1ma
601.76,145.11,12,calolo
601.78,324.47,19,tet2pa
601.8,15,18,hybapr
601.8,26.7,90,oenoma
601.8,38.9,27,hybapr
601.8,52.9,34,licapl
601.8,82.8,29,calolo
601.8,112.2,16,hybapr
601.8,143.1,16,des2pa
601.8,172.1,575,zantbe
601.8,204.3,77,brosal
601.8,209.6,24,tri2tu
601.8,233.3,23,des2pa
601.8,253.1,34,tab2ar
601.8,319.3,20,tri2tu
601.8,329.3,19,des2pa
601.8,350.3,94,faraoc
601.8,352.4,24,hybapr
601.8,404.5,28,quaras
601.8,469.4,42,virose
601.8,477.6,25,caseac
601.81,11.78,11,micoar
601.81,408.44,10,des2pa
601.82,465.08,18,des2pa
601.83,60.37,14,tri2tu
601.83,110.12,12,hybapr
601.85,148.07,12,tachve
601.85,388.03,-1,ingas1
601.87,7.49,11,nectgl
601.9,2.4,25,hybapr
601.9,38.3,-1,hybapr
601.9,40.6,70,soroaf
601.9,59.5,49,alsebl
601.9,65.9,59,faraoc
601.9,78.2,17,mourmy
601.9,91.5,31,hybapr
601.9,109.8,62,faraoc
601.9,218.8,26,des2pa
601.9,273.9,26,talipr
601.9,311.6,16,tri2tu
601.9,312.7,17,tri2tu
601.9,331.2,45,mourmy
601.9,359.3,21,eugega
601.9,411.6,98,pri2co
601.9,426,16,faraoc
601.9,434.3,470,zantp1
601.9,467.9,31,protte
601.9,480.16,13,picrla
601.9,481.1,20,gar2in
601.9,485.6,37,faraoc
601.94,294.55,12,nectgl
601.95,19.18,11,calolo
602,14.1,26,hybapr
602,36,11,hybapr
602,37.3,13,hybapr
602,81.9,32,des2pa
602,115.9,370,virosu
602,180.9,108,pri2co
602,184.9,555,huracr
602,204.1,116,ingago
602,212.9,18,hybapr
602,247.7,442,jac1co
602,262.8,50,tri2tu
602,293.9,62,faraoc
602,295.8,34,alsebl
602,322.5,27,tri2tu
602,326.1,104,faraoc
602,353.8,24,hybapr
602,355.9,40,hybapr
602,361.44,10,des2pa
602,366.2,58,faraoc
602,371.7,-1,alsebl
602,400.6,39,pterro
602,410.8,12,faraoc
602,419.4,19,cupasy
602,420.6,25,faraoc
602,426.5,44,chr2ar
602,438.1,49,faraoc
602,455.5,62,swars2
602,474.6,11,faraoc
602,485.8,16,gar2in
602,495.5,19,alsebl
602.01,180.52,13,mourmy
602.03,6.13,10,ingas1
602.04,252.71,25,hybapr
602.08,406.96,17,ormoma
602.1,49,35,hybapr
602.1,122.4,28,tri2tu
602.1,137.4,-1,tri2tu
602.1,143.2,262,poular
602.1,222.8,16,swars1
602.1,223.5,12,hybapr
602.1,264.6,75,hybapr
602.1,269.3,41,cappfr
602.1,280.2,-1,drypst
602.1,329.4,47,tri2tu
602.1,364.5,27,hybapr
602.1,366.5,-1,hybapr
602.1,372.1,18,hybapr
602.1,378.6,65,gar2in
602.1,407.8,11,allops
602.1,423.2,-1,andiin
602.1,426.9,21,des2pa
602.1,441.7,55,alsebl
602.1,496.1,41,hybapr
602.11,397.04,15,alsebl
602.16,50.79,10,mourmy
602.2,47.9,26,swars1
602.2,142.3,15,swars1
602.2,189.1,23,des2pa
602.2,224.6,29,hirttr
602.2,342.11,10,des2pa
602.2,403,84,faraoc
602.2,456.1,-1,eugene
602.2,486.2,22,quaras
602.2,486.4,77,tri2tu
602.22,52.49,16,calolo
602.22,342.97,37,simaam
602.25,371.5,15,gar2in
602.28,48.34,13,malmsp
602.3,59.2,67,heisco
602.3,77,24,sloate
602.3,97.4,26,protpa
602.3,121.9,44,coccco
602.3,131.5,136,faraoc
602.3,172.9,70,faraoc
602.3,247.6,88,ingaum
602.3,299.7,86,tropra
602.3,306.7,177,eugeoe
602.3,320.8,51,tri2tu
602.3,321.9,15,swars1
602.3,330.1,49,des2pa
602.3,389,-1,cappfr
602.3,431.38,12,alibed
602.3,448.52,12,cordal
602.3,468.8,14,cupasy
602.33,340.58,44,ocotob
602.34,341.67,14,tet2pa
602.37,4.7,10,xyl1ma
602.4,78.3,85,alsebl
602.4,94.7,87,xyl1ma
602.4,126.5,120,faraoc
602.4,178.9,26,tri2pa
602.4,245.5,-1,gar2in
602.4,259,160,guargu
602.4,313.1,60,faraoc
602.4,332.73,13,simaam
602.4,365.5,40,des2pa
602.4,386,26,hybapr
602.4,414.8,492,alsebl
602.4,438.5,17,gar2in
602.4,465,21,faraoc
602.4,482.2,89,tri2tu
602.44,295.5,12,alsebl
602.44,341.39,13,tet2pa
602.49,315.27,11,des2pa
602.5,8.3,107,soroaf
602.5,33.4,17,hybapr
602.5,85.1,46,licapl
602.5,95.6,264,ocotwh
602.5,148.4,75,tri2tu
602.5,215.3,91,faraoc
602.5,224.6,-1,ocotce
602.5,269.9,21,cassel
602.5,314.5,47,andiin
602.5,320.4,24,brosal
602.5,330.3,18,rinosy
602.5,353.8,51,quaras
602.5,406.6,22,gar2in
602.5,481.1,38,tri2tu
602.52,443.72,40,pterro
602.53,409.41,23,eugega
602.54,306.92,20,tri2tu
602.58,390.46,12,hybapr
602.6,36,21,hybapr
602.6,87.4,18,talipr
602.6,90,-1,pterro
602.6,99.2,19,beilpe
602.6,121.8,11,coccco
602.6,123.1,31,des2pa
602.6,139.4,106,faraoc
602.6,154.6,79,faraoc
602.6,228.1,34,des2pa
602.6,228.4,105,eugeoe
602.6,239.9,16,hybapr
602.6,283.4,-1,coccma
602.6,335.6,107,oenoma
602.6,383.8,57,poutre
602.6,424.3,22,des2pa
602.6,443.2,25,chr2ca
602.6,458.9,21,quaras
602.6,479.3,27,des2pa
602.6,489.6,34,tet2pa
602.61,337.98,17,simaam
602.62,11.44,11,xyl1ma
602.63,179.49,12,hybapr
602.64,339.72,11,des2pa
602.65,450.09,66,ingapu
602.7,0.4,66,xyl1ma
602.7,17.5,28,licapl
602.7,23.2,37,hybapr
602.7,73.5,31,hybapr
602.7,108.5,20,des2pa
602.7,132.1,138,pterro
602.7,141.4,56,faraoc
602.7,143.1,31,des2pa
602.7,165.3,132,xyl1ma
602.7,195.6,37,faraoc
602.7,258.2,22,hybapr
602.7,259,14,hybapr
602.7,268.5,106,faraoc
602.7,283.9,18,faraoc
602.7,298.5,58,faraoc
602.7,302.3,17,mourmy
602.7,331.8,31,tri2tu
602.7,375.1,18,hybapr
602.7,438.6,54,picrla
602.72,175.42,11,aegipa
602.73,20.52,13,xyl1ma
602.76,183.48,11,tri2pa
602.76,245.26,11,hybapr
602.77,104.6,14,swars2
602.79,323.87,14,tet2pa
602.8,15.9,29,hybapr
602.8,31.1,29,hybapr
602.8,102.4,48,cappfr
602.8,114.7,-1,hybapr
602.8,140.3,23,soroaf
602.8,181,32,des2pa
602.8,234.6,111,poular
602.8,255,57,swars1
602.8,258.4,-1,hybapr
602.8,262.9,20,tri2tu
602.8,267.4,27,hybapr
602.8,282.5,33,faraoc
602.8,297.9,31,eugeoe
602.8,310.5,49,faraoc
602.8,323.5,37,psycho
602.8,353.1,-1,maquco
602.8,355.4,49,faraoc
602.8,359.1,64,gar2in
602.8,383.1,42,des2pa
602.8,385.8,70,faraoc
602.8,413.2,90,faraoc
602.8,415.2,32,des2pa
602.8,429.6,83,drypst
602.8,476.8,10,hybapr
602.82,386.63,10,mourmy
602.85,289.11,12,hybapr
602.9,30.5,61,faraoc
602.9,75.3,24,tri2tu
602.9,87.7,19,dio2ar
602.9,108.7,26,hybapr
602.9,161.8,11,eugega
602.9,174.5,28,des2pa
602.9,196.9,123,cordla
602.9,200.2,37,pterro
602.9,200.8,104,tropra
602.9,220.1,25,hybapr
602.9,220.5,38,hirttr
602.9,221.5,115,casesy
602.9,231.4,33,tet2pa
602.9,233.3,94,licahy
602.9,265.8,-1,hybapr
602.9,271.8,465,alsebl
602.9,272.2,20,swars1
602.9,314.7,561,pla1pi
602.9,325.8,30,gar2in
602.9,383.8,235,alsebl
602.9,412.8,31,chr2ar
602.9,427.6,22,eugega
602.9,430.6,16,psycho
602.9,476,30,des2pa
602.93,201.28,11,alsebl
602.94,266.24,23,tri2tu
602.97,402.62,10,protte
602.98,195.42,12,alsebl
602.99,389.09,21,mourmy
603,12.7,74,faraoc
603,35.2,50,guetfo
603,75.2,-1,tet2pa
603,140.6,18,virose
603,185.4,25,ouralu
603,192.2,30,hybapr
603,207.1,-1,talipr
603,234.5,13,lacmpa
603,317.1,22,des2pa
603,319.3,12,faraoc
603,378.3,-1,hybapr
603,470.6,25,tri2tu
603,476.7,21,stylst
603,489.6,45,tri2tu
603.01,15.72,19,hybapr
603.02,179.23,16,guargu
603.03,291.07,23,eugeoe
603.05,288.78,15,hybapr
603.05,441.72,17,ingaqu
603.08,9.58,10,protte
603.1,35.5,-1,hybapr
603.1,92.6,20,hybapr
603.1,107.2,23,hybapr
603.1,132.2,17,tri2tu
603.1,132.8,28,tri2tu
603.1,150.8,65,drypst
603.1,265.2,21,tri2tu
603.1,283.1,18,sloate
603.1,350.9,26,guetfo
603.1,405.2,25,hybapr
603.1,419,34,chr2ar
603.1,457.7,75,tri2tu
603.19,321.74,13,simaam
603.2,34.2,19,hybapr
603.2,43.7,21,des2pa
603.2,56.7,155,tri2tu
603.2,64.7,22,faraoc
603.2,99.4,32,hybapr
603.2,129.7,60,gar2in
603.2,134,33,tab1ro
603.2,141.3,-1,tri2tu
603.2,209.3,81,poutre
603.2,252.9,15,tri2tu
603.2,253.1,47,guargr
603.2,253.7,26,guargu
603.2,257.3,25,soroaf
603.2,260.9,53,faraoc
603.2,267.6,39,laciag
603.2,280.8,70,randar
603.2,318.4,17,faraoc
603.2,368,68,gar2in
603.2,395.2,20,protte
603.2,447.9,60,tri2tu
603.2,478.8,25,faraoc
603.2,484.6,-1,cappfr
603.2,486,75,swars2
603.2,486.3,18,faraoc
603.21,293.6,13,pla1pi
603.28,30.23,24,hybapr
603.3,15.8,24,hybapr
603.3,63.8,110,virose
603.3,190.6,31,hybapr
603.3,208.9,21,tri2tu
603.3,212.6,77,tet2pa
603.3,217.2,19,hybapr
603.3,230.6,32,hybapr
603.3,255.6,23,hybapr
603.3,311.7,102,faraoc
603.3,352,192,hirttr
603.3,352.8,30,cupasy
603.3,363.9,42,swars2
603.3,404,66,protte
603.3,450.6,26,tri2tu
603.3,468.7,23,hybapr
603.31,452.43,15,simaam
603.34,55.52,12,protte
603.35,330.09,11,ery2ma
603.36,67.69,10,swars1
603.38,31.45,10,hybapr
603.4,36.4,30,hybapr
603.4,82.5,50,faraoc
603.4,118.4,50,des2pa
603.4,125.9,38,tri2tu
603.4,135.2,47,faraoc
603.4,142.2,93,cordla
603.4,153,20,des2pa
603.4,186.4,11,swars1
603.4,188.1,-1,ouralu
603.4,299.5,28,tri2tu
603.4,379.2,-1,hybapr
603.4,401.9,49,ingasa
603.4,402.6,44,maquco
603.4,403,42,hybapr
603.4,425.5,370,tri2tu
603.4,435.2,31,rinosy
603.4,474.8,60,faraoc
603.43,294.11,10,aegipa
603.43,311.91,15,tri2tu
603.45,391.15,18,mourmy
603.5,16.2,16,hybapr
603.5,17.6,10,hybapr
603.5,38.5,13,hybapr
603.5,38.9,19,hybapr
603.5,94.6,47,des2pa
603.5,106.9,405,tri2tu
603.5,144.4,29,faraoc
603.5,227.6,22,tri2tu
603.5,234.4,20,des2pa
603.5,258.8,22,hybapr
603.5,262.2,122,faraoc
603.5,326.2,44,swars1
603.5,413.2,70,swars2
603.5,433.2,271,pri2co
603.5,453.8,20,hybapr
603.5,473.9,32,hybapr
603.5,484,90,faraoc
603.5,488.5,32,guarsp
603.51,53.77,17,calolo
603.52,95.16,11,tachve
603.53,444.37,11,hybapr
603.54,338.6,41,cordbi
603.59,146.8,11,mourmy
603.6,21.2,25,alsebl
603.6,32.2,283,tri2tu
603.6,47.4,16,hybapr
603.6,99,31,hirttr
603.6,113.1,39,beilpe
603.6,114.5,32,swars2
603.6,119.4,22,cappfr
603.6,162,111,swars2
603.6,214.9,57,faraoc
603.6,221.3,35,des2pa
603.6,229.8,23,hybapr
603.6,253.3,23,swars1
603.6,256.6,99,tri2pa
603.6,263.2,33,tachve
603.6,282.3,46,tri2tu
603.6,308.1,-1,cappfr
603.6,401.1,-1,protte
603.65,12.76,13,ery2ma
603.68,152.59,11,protco
603.68,347.51,16,psycma
603.7,8.07,25,cecrin
603.7,13.2,36,gar2in
603.7,32.4,16,hybapr
603.7,55.3,-1,bactba
603.7,77.2,20,alsebl
603.7,95.5,-1,hybapr
603.7,171.9,15,mourmy
603.7,205.8,36,faraoc
603.7,211.7,65,faraoc
603.7,219.8,42,faraoc
603.7,247.9,21,gar2in
603.7,255.1,16,psycho
603.7,264.5,22,tri2tu
603.7,315.5,16,tri2tu
603.7,370.8,506,tab2ar
603.7,402.6,21,hybapr
603.7,443.9,34,soroaf
603.7,461.5,105,gustsu
603.72,294.75,18,eugeoe
603.73,24.8,29,simaam
603.76,268.51,11,cou2cu
603.79,314.86,10,picrla
603.8,35.5,19,hybapr
603.8,138.6,91,faraoc
603.8,155.8,27,annoac
603.8,166,43,des2pa
603.8,168.2,20,poutre
603.8,211,218,swars1
603.8,273.8,24,hybapr
603.8,341.7,19,hybapr
603.8,351.2,807,ficutr
603.8,360.9,28,hybapr
603.8,370.2,57,faraoc
603.8,424,21,des2pa
603.8,426.6,19,hybapr
603.8,439.5,153,macrgl
603.8,445.6,81,brosal
603.8,446.4,29,alsebl
603.8,467.5,29,faraoc
603.81,452.53,11,eugeoe
603.82,340.62,12,des2pa
603.82,392.04,28,protpa
603.84,156.46,15,hampap
603.89,31.45,27,drypst
603.9,21.2,13,eugeoe
603.9,46.2,20,protte
603.9,75.8,21,cordbi
603.9,84.2,52,drypst
603.9,91.9,17,macrgl
603.9,111.9,33,hybapr
603.9,122.3,28,eugega
603.9,198.3,11,talipr
603.9,231.5,57,des2pa
603.9,250.1,29,hybapr
603.9,284,100,swars1
603.9,296.2,-1,alsebl
603.9,320.3,26,tri2tu
603.9,405.8,32,tri2tu
603.9,417.8,-1,stylst
603.9,446.2,-1,swars1
603.9,483.9,-1,hybapr
603.9,492.4,50,faraoc
603.96,340.61,10,beilpe
603.97,147.27,14,calolo
603.99,249.77,15,acaldi
604,33.9,47,faraoc
604,153.8,142,xyl1ma
604,206.1,30,tet2pa
604,223.2,51,alsebl
604,256.2,26,hybapr
604,271.1,20,eugega
604,289.6,27,tri2tu
604,291.1,12,cupasy
604,343.9,147,pri2co
604,387.9,33,cappfr
604,389.3,132,tri2tu
604,395.86,11,alibed
604,421.9,22,des2pa
604,423.8,38,faraoc
604,438.9,52,hirttr
604,451.4,28,hybapr
604,470.5,20,hybapr
604.01,438.3,10,des2pa
604.03,29.68,18,stylst
604.07,435.15,13,gar2in
604.09,339.07,11,mourmy
604.1,16.1,37,talipr
604.1,32.1,12,beilpe
604.1,49.8,22,cappfr
604.1,82.2,21,calolo
604.1,129.7,149,faraoc
604.1,131.9,28,eugega
604.1,144.9,103,des2pa
604.1,148.6,10,psycho
604.1,187,-1,poutre
604.1,206.5,15,tri2tu
604.1,285.2,14,tropra
604.1,326.1,28,hybapr
604.1,376.5,110,chr2ar
604.1,458.5,15,hybapr
604.1,474.3,22,zuelgu
604.1,481.6,20,gar2in
604.11,295.99,12,tri2tu
604.12,498.47,20,tri2tu
604.15,53.52,14,alibed
604.16,430.35,12,psycho
604.2,2,26,tet2pa
604.2,15.3,13,hybapr
604.2,40.5,17,hybapr
604.2,41.5,421,ocotwh
604.2,49.6,16,hybapr
604.2,90.8,99,faraoc
604.2,136.8,20,faraoc
604.2,156.1,25,hirttr
604.2,192.9,128,tet2pa
604.2,255.3,20,hybapr
604.2,273.9,10,eugega
604.2,282.2,16,swars1
604.2,302.2,24,gar2in
604.2,323.9,30,hybapr
604.2,352.2,238,protte
604.2,408.5,92,cupasy
604.2,449.1,46,swars1
604.2,478.2,20,cupasy
604.22,343.47,-1,tet2pa
604.25,357.81,17,gar2in
604.3,65.2,28,hybapr
604.3,84.4,35,gar2in
604.3,136.9,30,hybapr
604.3,151.7,-1,hybapr
604.3,186.9,73,ingaqu
604.3,205.3,12,randar
604.3,218.2,21,annoac
604.3,234.2,20,hybapr
604.3,241.7,119,faraoc
604.3,274.3,50,faraoc
604.3,285,25,tri2tu
604.3,300.2,24,tri2tu
604.3,316.1,16,hybapr
604.3,355.4,13,aspicr
604.3,362.8,-1,des2pa
604.3,390.2,-1,hybapr
604.3,395.5,12,cupasy
604.3,466.6,40,gar2ma
604.3,474.5,25,ery2ma
604.3,478.3,38,maquco
604.3,485.4,10,hybapr
604.31,392,11,hybapr
604.32,426.58,11,mourmy
604.35,329.72,16,cou2cu
604.36,489.82,32,simaam
604.4,6,46,tri2tu
604.4,35.6,-1,hybapr
604.4,99.8,27,cappfr
604.4,134.3,37,psycho
604.4,184.2,49,eugeoe
604.4,230.9,27,hybapr
604.4,242.9,77,faraoc
604.4,254.8,24,tet2pa
604.4,286.2,315,hirttr
604.4,298.6,20,tri2tu
604.4,326.8,248,alsebl
604.4,346.9,17,rinosy
604.4,435.9,10,hybapr
604.4,475.4,21,alsebl
604.44,318.37,12,des2pa
604.46,326.48,15,picrla
604.48,24.78,10,unonpi
604.48,352.08,16,swars1
604.48,388.49,22,cordbi
604.5,3.9,107,aegipa
604.5,4,50,xyl1ma
604.5,13.7,45,cassel
604.5,46.38,10,hybapr
604.5,65.4,27,des2pa
604.5,92.9,34,hybapr
604.5,96.4,40,faraoc
604.5,117.4,115,hirttr
604.5,135.18,11,gar2in
604.5,136.7,32,alsebl
604.5,176.3,-1,ouralu
604.5,186.6,26,swars1
604.5,198,94,tropra
604.5,224.5,30,randar
604.5,225.6,270,protte
604.5,234.2,13,hybapr
604.5,261.1,47,swars2
604.5,261.3,35,ouralu
604.5,273.6,116,eugeoe
604.5,294.1,-1,gar2in
604.5,295.6,20,tri2tu
604.5,304.7,94,guargu
604.5,305.7,25,tri2tu
604.5,338.4,19,beilpe
604.5,342.2,14,rinosy
604.5,366.8,33,faraoc
604.5,383.5,105,faraoc
604.5,396.7,30,laciag
604.5,423.1,627,poutre
604.5,436.2,32,gar2in
604.5,452.4,31,alsebl
604.52,90.3,22,hybapr
604.54,160.78,11,sipapa
604.55,456.73,14,faraoc
604.58,12.73,21,gar2in
604.6,13.47,15,paligu
604.6,37.6,17,guatdu
604.6,43,26,gar2in
604.6,54.59,22,calolo
604.6,96.8,20,beilpe
604.6,141.4,22,drypst
604.6,182.9,55,tropra
604.6,197.6,34,guargu
604.6,222.2,20,mourmy
604.6,233.4,36,hybapr
604.6,237,18,faraoc
604.6,240.6,21,des2pa
604.6,247,19,faraoc
604.6,360.1,27,des2pa
604.6,375.6,26,chr2ar
604.6,381,85,faraoc
604.6,400.1,35,tet2pa
604.6,414.3,27,alibed
604.61,321.39,19,tri2tu
604.61,391.26,17,laciag
604.62,329.64,25,tet2pa
604.64,340.56,16,des2pa
604.66,159.27,29,ingama
604.68,105.49,13,acacme
604.69,218.24,11,tri2tu
604.7,42.7,35,swars1
604.7,44.1,19,hirttr
604.7,60.9,17,licapl
604.7,93.6,20,des2pa
604.7,98.5,27,beilpe
604.7,189.2,36,acaldi
604.7,197.1,-1,faraoc
604.7,214.3,14,des2pa
604.7,262.2,28,hybapr
604.7,264.8,19,hybapr
604.7,289.3,26,gar2in
604.7,301.9,60,guargu
604.7,321,12,tri2tu
604.7,330.2,32,swars1
604.7,344.2,21,hybapr
604.7,346.4,16,des2pa
604.7,363.3,60,gar2in
604.7,365.1,-1,hybapr
604.7,367.3,16,hybapr
604.7,452.6,340,gustsu
604.7,474.3,47,protte
604.7,496.5,90,malmsp
604.71,324.73,15,eugega
604.72,8.3,33,annosp
604.74,324.22,16,tri2tu
604.75,175.34,11,allops
604.76,299.04,16,tri2tu
604.76,390.81,21,psycma
604.77,164.42,12,simaam
604.77,248.75,11,acaldi
604.77,340.87,13,eugeoe
604.8,1.9,75,alchco
604.8,19.7,22,hybapr
604.8,67.9,88,xyl1ma
604.8,70.8,13,ingaqu
604.8,96.7,49,hybapr
604.8,133.2,24,alsebl
604.8,167.1,15,alsebl
604.8,215.6,108,cordla
604.8,216.7,19,guargu
604.8,254.2,20,hybapr
604.8,284.1,34,cappfr
604.8,320.5,21,faraoc
604.8,325.3,-1,hybapr
604.8,327.8,45,drypst
604.8,356.4,31,hybapr
604.8,373.8,-1,des2pa
604.8,402.5,135,protte
604.8,446.9,37,hybapr
604.81,338.64,20,ingama
604.81,373.21,12,hybapr
604.88,333.8,22,des2pa
604.89,340.13,22,calolo
604.9,3.9,63,tet2pa
604.9,11.6,22,ingas1
604.9,15.9,21,hybapr
604.9,28.1,30,hybapr
604.9,64.1,18,mourmy
604.9,92.7,26,tri2tu
604.9,184.6,43,faraoc
604.9,200.1,104,cordla
604.9,218.1,47,tet2pa
604.9,255.1,195,alchco
604.9,257.8,43,hybapr
604.9,261.1,19,hybapr
604.9,280.6,39,drypst
604.9,436.4,28,chr2ar
604.9,455.6,106,gustsu
604.9,456.4,22,hybapr
604.91,204.25,10,cordla
605,43.3,67,unonpi
605,50.1,32,xyl1ma
605,70.2,-1,tri2tu
605,204.7,20,des2pa
605,222.8,76,poutre
605,261.3,50,poutre
605,268.7,19,hybapr
605,448.8,24,tri2tu
605,483.4,18,chr2ca
605.08,431.44,10,psycma
605.1,11.2,-1,laciag
605.1,16.8,462,tachve
605.1,22.2,21,hybapr
605.1,91.1,20,beilpe
605.1,194.8,29,tet2pa
605.1,200.2,14,picrla
605.1,200.4,45,faraoc
605.1,204.9,14,quaras
605.1,216.5,12,tropra
605.1,254.7,18,talipr
605.1,281.9,23,des2pa
605.1,284.1,38,des2pa
605.1,318.8,13,tri2tu
605.1,357.7,21,laciag
605.1,379.2,11,hybapr
605.1,447.3,158,gustsu
605.1,452.4,18,eugene
605.1,477.5,-1,hybapr
605.13,470.81,12,hybapr
605.15,218.6,10,licahy
605.15,441.44,14,hybapr
605.16,238.86,18,unonpi
605.18,3.18,11,xyl1ma
605.18,396.34,13,alsebl
605.18,471.55,13,des2pa
605.2,8.56,14,cecrin
