name,x,y
ACTINI,152.26,194.84
ACTINI,153.91,147.06
ACTINI,131.65,474.56
ACTINI,123.58,405.55
ACTINI,123.16,408.3
ACTINI,138.35,367.41
ACTINI,138.81,380.25
ACTINI,131.43,360.06
ACTINI,126.04,350.56
ACTINI,138.95,344.89
ACTINI,121.16,351.28
ACTINI,131.49,349.75
ACTINI,123.58,313.62
ACTINI,122.54,258.62
ACTINI,139.1,244.0
ACTINI,138.78,197.34
ACTINI,122.88,186.23
ACTINI,123.63,184.47
ACTINI,121.61,180.19
ACTINI,131.87,119.65
ACTINI,112.84,465.83
ACTINI,102.91,471.49
ACTINI,116.76,475.57
ACTINI,111.09,472.13
ACTINI,100.78,441.49
ACTINI,107.2,413.45
ACTINI,116.74,415.36
ACTINI,109.25,413.71
ACTINI,116.78,398.96
ACTINI,101.58,364.13
ACTINI,102.35,349.9
ACTINI,115.9,332.21
ACTINI,110.47,329.95
ACTINI,115.91,257.97
ACTINI,105.17,238.6
ACTINI,105.71,238.46
ACTINI,100.59,221.26
ACTINI,108.39,194.08
ACTINI,104.09,195.93
ACTINI,114.37,179.53
ACTINI,115.2,171.72
ACTINI,106.52,153.45
ACTINI,105.22,114.15
ACTINI,104.64,42.36
ACTINI,90.89,481.15
ACTINI,80.81,492.24
ACTINI,91.31,495.83
ACTINI,81.95,472.17
ACTINI,90.46,471.31
ACTINI,93.58,434.77
ACTINI,84.64,433.85
ACTINI,92.22,426.47
ACTINI,85.42,436.31
ACTINI,96.89,421.21
ACTINI,86.47,430.91
ACTINI,83.24,401.19
ACTINI,91.75,364.49
ACTINI,85.85,333.4
ACTINI,85.02,317.2
ACTINI,97.92,241.93
ACTINI,85.7,188.24
ACTINI,94.44,174.24
ACTINI,83.75,172.97
ACTINI,89.48,162.66
ACTINI,86.27,140.73
ACTINI,95.58,136.59
ACTINI,97.14,88.21
ACTINI,97.25,54.71
ACTINI,90.38,33.99
ACTINI,63.4,489.73
ACTINI,62.3,466.66
ACTINI,78.07,453.06
ACTINI,70.83,436.97
ACTINI,70.25,439.51
ACTINI,75.85,438.09
ACTINI,78.97,415.96
ACTINI,66.57,114.35
ACTINI,63.97,83.45
ACTINI,63.5,29.06
ACTINI,56.77,496.51
ACTINI,47.07,481.52
ACTINI,59.5,494.15
ACTINI,50.19,494.05
ACTINI,47.7,460.94
ACTINI,55.82,452.36
ACTINI,57.57,418.36
ACTINI,40.93,410.25
ACTINI,52.62,400.03
ACTINI,51.18,0.55
ACTINI,28.1,469.31
ACTINI,35.17,443.78
ACTINI,39.72,448.91
ACTINI,36.5,456.4
ACTINI,24.44,431.81
ACTINI,35.3,432.4
ACTINI,34.16,400.16
ACTINI,30.71,357.06
ACTINI,29.36,238.77
ACTINI,35.34,146.55
ACTINI,37.35,102.24
ACTINI,20.19,17.03
ACTINI,2.79,486.54
ACTINI,6.38,480.38
ACTINI,6.62,482.2
ACTINI,11.45,486.44
ACTINI,12.63,483.81
ACTINI,1.17,488.75
ACTINI,19.74,477.57
ACTINI,8.06,476.8
ACTINI,15.05,427.08
ACTINI,14.17,229.77
ACTINI,14.6,229.3
ACTINI,18.49,227.14
ACTINI,5.98,102.71
ACTINI,13.32,12.49
ADENNO,921.24,304.46
ADENNO,920.54,68.19
ADENNO,845.38,85.57
ADENNO,837.89,335.22
ADENNO,801.59,433.24
ADENNO,556.93,301.42
ADENPA,379.45,414.23
AGANHE,991.21,477.8
AGANHE,989.16,471.85
AGANHE,988.17,32.93
AGANHE,977.3,252.08
AGANHE,976.35,164.65
AGANHE,971.09,142.1
AGANHE,972.67,62.79
AGANHE,967.29,80.06
AGANHE,955.8,418.92
AGANHE,951.74,329.95
AGANHE,948.19,184.37
AGANHE,949.56,189.01
AGANHE,953.5,141.37
AGANHE,955.25,127.16
AGANHE,951.42,117.33
AGANHE,942.4,116.38
AGANHE,940.51,113.64
AGANHE,945.49,107.33
AGANHE,944.25,86.99
AGANHE,933.21,460.24
AGANHE,938.96,457.81
AGANHE,925.09,422.54
AGANHE,923.54,348.87
AGANHE,939.6,334.13
AGANHE,932.95,260.57
AGANHE,939.27,199.1
AGANHE,926.26,138.51
AGANHE,916.18,282.06
AGANHE,919.03,291.58
AGANHE,880.45,452.17
AGANHE,881.01,375.39
AGANHE,892.06,326.89
AGANHE,886.32,239.76
AGANHE,878.12,473.94
AGANHE,860.76,451.99
AGANHE,874.57,292.81
AGANHE,874.65,291.65
AGANHE,878.39,126.92
AGANHE,879.02,92.4
AGANHE,870.15,77.6
AGANHE,852.67,383.39
AGANHE,845.18,262.14
